TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOL,WAPRICE,NOMINAL
CZK,2015-09-03,,,,27.836,,,10
DKK,2015-09-03,,,,10.079,,,1
EUR,2015-09-03,,,,75.0901,,,1
GBP,2015-09-03,,,,102.027,,,1
HUF,2015-09-03,,,,23.8827,,,100
INR,2015-09-03,,,,10.0597,,,10
JPY,2015-09-03,,,,55.686,,,100
KGS,2015-09-03,,,,10.663,,,10
KRW,2015-09-03,,,,56.381,,,1000
KZT,2015-09-03,,,,27.7065,,,100
MDL,2015-09-03,,,,34.4417,,,10
NOK,2015-09-03,,,,80.3621,,,10
PLN,2015-09-03,,,,17.7027,,,1
RON,2015-09-03,,,,16.9447,,,1
SEK,2015-09-03,,,,79.036,,,10
SGD,2015-09-03,,,,47.1306,,,1
TJS,2015-09-03,,,,10.6519,,,1
TMT,2015-09-03,,,,19.0583,,,1
TRY,2015-09-03,,,,22.6218,,,1
UAH,2015-09-03,,,,30.2384,,,10
USD,2015-09-03,,,,66.6756,,,1
UZS,2015-09-03,,,,25.634,,,1000
XDR,2015-09-03,,,,93.8699,,,1
ZAR,2015-09-03,,,,49.4626,,,10
AMD,2015-09-04,,,,13.8294,,,100
AUD,2015-09-04,,,,47.0479,,,1
AZN,2015-09-04,,,,63.9349,,,1
BGN,2015-09-04,,,,38.4917,,,1
BRL,2015-09-04,,,,17.8294,,,1
BYN,2015-09-04,,,,38.0956,,,1
BYR,2015-09-04,,,,38.0956,,,10000
CAD,2015-09-04,,,,50.4861,,,1
CHF,2015-09-04,,,,69.1468,,,1
CNY,2015-09-04,,,,10.543,,,1
CZK,2015-09-04,,,,27.8582,,,10
DKK,2015-09-04,,,,10.0898,,,1
EUR,2015-09-04,,,,75.2659,,,1
GBP,2015-09-04,,,,102.3045,,,1
HUF,2015-09-04,,,,23.9459,,,100
INR,2015-09-04,,,,10.1209,,,10
JPY,2015-09-04,,,,55.7049,,,100
KGS,2015-09-04,,,,10.7182,,,10
KRW,2015-09-04,,,,56.2865,,,1000
KZT,2015-09-04,,,,27.9384,,,100
MDL,2015-09-04,,,,34.5413,,,10
NOK,2015-09-04,,,,81.1242,,,10
PLN,2015-09-04,,,,17.7675,,,1
RON,2015-09-04,,,,16.9625,,,1
SEK,2015-09-04,,,,80.0963,,,10
SGD,2015-09-04,,,,47.3169,,,1
TJS,2015-09-04,,,,10.7054,,,1
TMT,2015-09-04,,,,19.1512,,,1
TRY,2015-09-04,,,,22.6424,,,1
UAH,2015-09-04,,,,30.3557,,,10
USD,2015-09-04,,,,67.0102,,,1
UZS,2015-09-04,,,,25.7237,,,1000
XDR,2015-09-04,,,,94.2854,,,1
ZAR,2015-09-04,,,,49.6482,,,10
AMD,2015-09-05,,,,13.9758,,,100
AUD,2015-09-05,,,,47.2712,,,1
AZN,2015-09-05,,,,64.548,,,1
BGN,2015-09-05,,,,38.5757,,,1
BRL,2015-09-05,,,,18.1019,,,1
BYN,2015-09-05,,,,38.2617,,,1
BYR,2015-09-05,,,,38.2617,,,10000
CAD,2015-09-05,,,,51.2261,,,1
CHF,2015-09-05,,,,69.4276,,,1
CNY,2015-09-05,,,,10.6492,,,1
CZK,2015-09-05,,,,27.9309,,,10
DKK,2015-09-05,,,,10.1157,,,1
EUR,2015-09-05,,,,75.4011,,,1
GBP,2015-09-05,,,,103.1113,,,1
HUF,2015-09-05,,,,24.0769,,,100
INR,2015-09-05,,,,10.1851,,,10
JPY,2015-09-05,,,,56.8614,,,100
KGS,2015-09-05,,,,10.8296,,,10
KRW,2015-09-05,,,,56.8676,,,1000
KZT,2015-09-05,,,,28.1423,,,100
MDL,2015-09-05,,,,34.9342,,,10
NOK,2015-09-05,,,,81.8737,,,10
PLN,2015-09-05,,,,17.833,,,1
RON,2015-09-05,,,,17.032,,,1
SEK,2015-09-05,,,,80.2668,,,10
SGD,2015-09-05,,,,47.79,,,1
TJS,2015-09-05,,,,10.8123,,,1
TMT,2015-09-05,,,,19.3386,,,1
TRY,2015-09-05,,,,22.7413,,,1
UAH,2015-09-05,,,,30.9064,,,10
USD,2015-09-05,,,,67.685,,,1
UZS,2015-09-05,,,,25.9827,,,1000
XDR,2015-09-05,,,,95.0967,,,1
ZAR,2015-09-05,,,,49.6283,,,10
AMD,2015-09-08,,,,14.1064,,,100
AUD,2015-09-08,,,,47.5296,,,1
AZN,2015-09-08,,,,65.3185,,,1
BGN,2015-09-08,,,,39.0347,,,1
BRL,2015-09-08,,,,17.8304,,,1
BYN,2015-09-08,,,,38.5513,,,1
BYR,2015-09-08,,,,38.5513,,,10000
CAD,2015-09-08,,,,51.6606,,,1
CHF,2015-09-08,,,,70.3651,,,1
CNY,2015-09-08,,,,10.7583,,,1
CZK,2015-09-08,,,,28.2558,,,10
DKK,2015-09-08,,,,10.2341,,,1
EUR,2015-09-08,,,,76.3692,,,1
GBP,2015-09-08,,,,104.3322,,,1
HUF,2015-09-08,,,,24.314,,,100
INR,2015-09-08,,,,10.2624,,,10
JPY,2015-09-08,,,,57.3612,,,100
KGS,2015-09-08,,,,10.9613,,,10
KRW,2015-09-08,,,,56.8796,,,1000
KZT,2015-09-08,,,,28.1779,,,100
MDL,2015-09-08,,,,35.5774,,,10
NOK,2015-09-08,,,,82.5923,,,10
PLN,2015-09-08,,,,18.0598,,,1
RON,2015-09-08,,,,17.2514,,,1
SEK,2015-09-08,,,,81.1585,,,10
SGD,2015-09-08,,,,47.9933,,,1
TJS,2015-09-08,,,,10.9394,,,1
TMT,2015-09-08,,,,19.5703,,,1
TRY,2015-09-08,,,,22.6401,,,1
UAH,2015-09-08,,,,31.4158,,,10
USD,2015-09-08,,,,68.4864,,,1
UZS,2015-09-08,,,,26.282,,,1000
XDR,2015-09-08,,,,95.9946,,,1
ZAR,2015-09-08,,,,49.2981,,,10
AMD,2015-09-09,,,,14.1725,,,100
AUD,2015-09-09,,,,47.9901,,,1
AZN,2015-09-09,,,,65.7365,,,1
BGN,2015-09-09,,,,39.3284,,,1
BRL,2015-09-09,,,,17.9823,,,1
BYN,2015-09-09,,,,38.637,,,1
BYR,2015-09-09,,,,38.637,,,10000
CAD,2015-09-09,,,,51.8177,,,1
CHF,2015-09-09,,,,70.4704,,,1
CNY,2015-09-09,,,,10.8038,,,1
CZK,2015-09-09,,,,28.4234,,,10
DKK,2015-09-09,,,,10.3095,,,1
EUR,2015-09-09,,,,76.9246,,,1
GBP,2015-09-09,,,,105.6526,,,1
HUF,2015-09-09,,,,24.4733,,,100
INR,2015-09-09,,,,10.3235,,,10
JPY,2015-09-09,,,,57.2942,,,100
KGS,2015-09-09,,,,11.0122,,,10
KRW,2015-09-09,,,,57.432,,,1000
KZT,2015-09-09,,,,28.1225,,,100
MDL,2015-09-09,,,,35.6996,,,10
NOK,2015-09-09,,,,83.1047,,,10
PLN,2015-09-09,,,,18.1623,,,1
RON,2015-09-09,,,,17.3729,,,1
SEK,2015-09-09,,,,81.5114,,,10
SGD,2015-09-09,,,,48.2997,,,1
TJS,2015-09-09,,,,10.9885,,,1
TMT,2015-09-09,,,,19.658,,,1
TRY,2015-09-09,,,,22.7875,,,1
UAH,2015-09-09,,,,30.7113,,,10
USD,2015-09-09,,,,68.7932,,,1
UZS,2015-09-09,,,,26.4589,,,1000
XDR,2015-09-09,,,,96.4247,,,1
ZAR,2015-09-09,,,,49.5371,,,10
AMD,2015-09-10,,,,13.9283,,,100
AUD,2015-09-10,,,,47.6599,,,1
AZN,2015-09-10,,,,64.5062,,,1
BGN,2015-09-10,,,,38.6411,,,1
BRL,2015-09-10,,,,17.7048,,,1
BYN,2015-09-10,,,,37.9685,,,1
BYR,2015-09-10,,,,37.9685,,,10000
CAD,2015-09-10,,,,51.1512,,,1
CHF,2015-09-10,,,,69.2422,,,1
CNY,2015-09-10,,,,10.6019,,,1
CZK,2015-09-10,,,,27.9418,,,10
DKK,2015-09-10,,,,10.1302,,,1
EUR,2015-09-10,,,,75.5742,,,1
GBP,2015-09-10,,,,104.0904,,,1
HUF,2015-09-10,,,,24.1326,,,100
INR,2015-09-10,,,,10.1825,,,10
JPY,2015-09-10,,,,56.0387,,,100
KGS,2015-09-10,,,,10.7894,,,10
KRW,2015-09-10,,,,56.6879,,,1000
KZT,2015-09-10,,,,27.212,,,100
MDL,2015-09-10,,,,35.0463,,,10
NOK,2015-09-10,,,,81.9808,,,10
PLN,2015-09-10,,,,17.9392,,,1
RON,2015-09-10,,,,17.09,,,1
SEK,2015-09-10,,,,80.2424,,,10
SGD,2015-09-10,,,,47.7657,,,1
TJS,2015-09-10,,,,10.6332,,,1
TMT,2015-09-10,,,,19.3216,,,1
TRY,2015-09-10,,,,22.5114,,,1
UAH,2015-09-10,,,,30.7023,,,10
USD,2015-09-10,,,,67.6219,,,1
UZS,2015-09-10,,,,25.9585,,,1000
XDR,2015-09-10,,,,94.8979,,,1
ZAR,2015-09-10,,,,49.6111,,,10
AMD,2015-09-11,,,,14.1229,,,100
AUD,2015-09-11,,,,48.3308,,,1
AZN,2015-09-11,,,,65.3464,,,1
BGN,2015-09-11,,,,39.1944,,,1
BRL,2015-09-11,,,,18.1235,,,1
BYN,2015-09-11,,,,38.3947,,,1
BYR,2015-09-11,,,,38.3947,,,10000
CAD,2015-09-11,,,,51.8242,,,1
CHF,2015-09-11,,,,70.1158,,,1
CNY,2015-09-11,,,,10.7369,,,1
CZK,2015-09-11,,,,28.3663,,,10
DKK,2015-09-11,,,,10.275,,,1
EUR,2015-09-11,,,,76.6951,,,1
GBP,2015-09-11,,,,105.3402,,,1
HUF,2015-09-11,,,,24.362,,,100
INR,2015-09-11,,,,10.2947,,,10
JPY,2015-09-11,,,,56.695,,,100
KGS,2015-09-11,,,,10.3004,,,10
KRW,2015-09-11,,,,57.7101,,,1000
KZT,2015-09-11,,,,26.9617,,,100
MDL,2015-09-11,,,,35.4902,,,10
NOK,2015-09-11,,,,83.5196,,,10
PLN,2015-09-11,,,,18.1649,,,1
RON,2015-09-11,,,,17.3382,,,1
SEK,2015-09-11,,,,81.4799,,,10
SGD,2015-09-11,,,,48.3456,,,1
TJS,2015-09-11,,,,10.7698,,,1
TMT,2015-09-11,,,,19.5703,,,1
TRY,2015-09-11,,,,22.5072,,,1
UAH,2015-09-11,,,,31.6379,,,10
USD,2015-09-11,,,,68.4961,,,1
UZS,2015-09-11,,,,26.2941,,,1000
XDR,2015-09-11,,,,96.063,,,1
ZAR,2015-09-11,,,,49.46,,,10
AMD,2015-09-12,,,,14.0399,,,100
AUD,2015-09-12,,,,47.8785,,,1
AZN,2015-09-12,,,,64.9068,,,1
BGN,2015-09-12,,,,39.2709,,,1
BRL,2015-09-12,,,,17.6542,,,1
BYN,2015-09-12,,,,38.1539,,,1
BYR,2015-09-12,,,,38.1539,,,10000
CAD,2015-09-12,,,,51.2697,,,1
CHF,2015-09-12,,,,69.8893,,,1
CNY,2015-09-12,,,,10.6685,,,1
CZK,2015-09-12,,,,28.3798,,,10
DKK,2015-09-12,,,,10.2945,,,1
EUR,2015-09-12,,,,76.8165,,,1
GBP,2015-09-12,,,,104.9928,,,1
HUF,2015-09-12,,,,24.3325,,,100
INR,2015-09-12,,,,10.2346,,,10
JPY,2015-09-12,,,,56.4088,,,100
KGS,2015-09-12,,,,10.2062,,,10
KRW,2015-09-12,,,,57.3594,,,1000
KZT,2015-09-12,,,,26.5009,,,100
MDL,2015-09-12,,,,34.8766,,,10
NOK,2015-09-12,,,,82.8382,,,10
PLN,2015-09-12,,,,18.2326,,,1
RON,2015-09-12,,,,17.3959,,,1
SEK,2015-09-12,,,,81.6938,,,10
SGD,2015-09-12,,,,48.0767,,,1
TJS,2015-09-12,,,,10.6966,,,1
TMT,2015-09-12,,,,19.434,,,1
TRY,2015-09-12,,,,22.3803,,,1
UAH,2015-09-12,,,,31.4494,,,10
USD,2015-09-12,,,,68.0093,,,1
UZS,2015-09-12,,,,26.1072,,,1000
XDR,2015-09-12,,,,95.4823,,,1
ZAR,2015-09-12,,,,49.8419,,,10
AMD,2015-09-15,,,,14.0407,,,100
AUD,2015-09-15,,,,48.3583,,,1
AZN,2015-09-15,,,,64.8755,,,1
BGN,2015-09-15,,,,39.4023,,,1
BRL,2015-09-15,,,,17.5337,,,1
BYN,2015-09-15,,,,38.2103,,,1
BYR,2015-09-15,,,,38.2103,,,10000
CAD,2015-09-15,,,,51.3426,,,1
CHF,2015-09-15,,,,70.0156,,,1
CNY,2015-09-15,,,,10.6717,,,1
CZK,2015-09-15,,,,28.4256,,,10
DKK,2015-09-15,,,,10.3307,,,1
EUR,2015-09-15,,,,77.1313,,,1
GBP,2015-09-15,,,,105.0209,,,1
HUF,2015-09-15,,,,24.5616,,,100
INR,2015-09-15,,,,10.2414,,,10
JPY,2015-09-15,,,,56.5367,,,100
KGS,2015-09-15,,,,10.1999,,,10
KRW,2015-09-15,,,,57.522,,,1000
KZT,2015-09-15,,,,24.6221,,,100
MDL,2015-09-15,,,,34.8052,,,10
NOK,2015-09-15,,,,83.2736,,,10
PLN,2015-09-15,,,,18.302,,,1
RON,2015-09-15,,,,17.4455,,,1
SEK,2015-09-15,,,,82.4192,,,10
SGD,2015-09-15,,,,48.2753,,,1
TJS,2015-09-15,,,,10.6893,,,1
TMT,2015-09-15,,,,19.4163,,,1
TRY,2015-09-15,,,,22.2082,,,1
UAH,2015-09-15,,,,31.0306,,,10
USD,2015-09-15,,,,67.9571,,,1
UZS,2015-09-15,,,,26.0283,,,1000
XDR,2015-09-15,,,,95.6938,,,1
ZAR,2015-09-15,,,,50.0697,,,10
AMD,2015-09-16,,,,13.8898,,,100
AUD,2015-09-16,,,,47.8832,,,1
AZN,2015-09-16,,,,64.1856,,,1
BGN,2015-09-16,,,,38.8373,,,1
BRL,2015-09-16,,,,17.6201,,,1
BYN,2015-09-16,,,,37.7926,,,1
BYR,2015-09-16,,,,37.7926,,,10000
CAD,2015-09-16,,,,50.7001,,,1
CHF,2015-09-16,,,,69.2773,,,1
CNY,2015-09-16,,,,10.5429,,,1
CZK,2015-09-16,,,,28.0711,,,10
DKK,2015-09-16,,,,10.1829,,,1
EUR,2015-09-16,,,,75.9013,,,1
GBP,2015-09-16,,,,103.6507,,,1
HUF,2015-09-16,,,,24.2906,,,100
INR,2015-09-16,,,,10.1087,,,10
JPY,2015-09-16,,,,56.2104,,,100
KGS,2015-09-16,,,,10.0814,,,10
KRW,2015-09-16,,,,56.8398,,,1000
KZT,2015-09-16,,,,23.9848,,,100
MDL,2015-09-16,,,,34.3077,,,10
NOK,2015-09-16,,,,81.7995,,,10
PLN,2015-09-16,,,,18.0366,,,1
RON,2015-09-16,,,,17.1859,,,1
SEK,2015-09-16,,,,81.4968,,,10
SGD,2015-09-16,,,,47.9661,,,1
TJS,2015-09-16,,,,10.5627,,,1
TMT,2015-09-16,,,,19.1878,,,1
TRY,2015-09-16,,,,22.0369,,,1
UAH,2015-09-16,,,,30.4293,,,10
USD,2015-09-16,,,,67.1574,,,1
UZS,2015-09-16,,,,25.6816,,,1000
XDR,2015-09-16,,,,94.7416,,,1
ZAR,2015-09-16,,,,50.0212,,,10
AMD,2015-09-17,,,,13.6637,,,100
AUD,2015-09-17,,,,47.3028,,,1
AZN,2015-09-17,,,,62.9197,,,1
BGN,2015-09-17,,,,37.9744,,,1
BRL,2015-09-17,,,,17.0747,,,1
BYN,2015-09-17,,,,37.1317,,,1
BYR,2015-09-17,,,,37.1317,,,10000
CAD,2015-09-17,,,,49.8882,,,1
CHF,2015-09-17,,,,67.8195,,,1
CNY,2015-09-17,,,,10.3484,,,1
CZK,2015-09-17,,,,27.4366,,,10
DKK,2015-09-17,,,,99.564,,,10
EUR,2015-09-17,,,,74.2407,,,1
GBP,2015-09-17,,,,101.1852,,,1
HUF,2015-09-17,,,,23.8108,,,100
INR,2015-09-17,,,,99.3405,,,100
JPY,2015-09-17,,,,54.7933,,,100
KGS,2015-09-17,,,,98.9899,,,100
KRW,2015-09-17,,,,56.1801,,,1000
KZT,2015-09-17,,,,22.4625,,,100
MDL,2015-09-17,,,,33.1626,,,10
NOK,2015-09-17,,,,80.3012,,,10
PLN,2015-09-17,,,,17.6863,,,1
RON,2015-09-17,,,,16.7882,,,1
SEK,2015-09-17,,,,79.6252,,,10
SGD,2015-09-17,,,,47.1381,,,1
TJS,2015-09-17,,,,10.3708,,,1
TMT,2015-09-17,,,,18.8364,,,1
TRY,2015-09-17,,,,21.8324,,,1
UAH,2015-09-17,,,,30.3114,,,10
USD,2015-09-17,,,,65.9273,,,1
UZS,2015-09-17,,,,25.2112,,,1000
XDR,2015-09-17,,,,92.9905,,,1
ZAR,2015-09-17,,,,48.9529,,,10
AMD,2015-09-18,,,,13.603,,,100
AUD,2015-09-18,,,,46.8256,,,1
AZN,2015-09-18,,,,62.3865,,,1
BGN,2015-09-18,,,,37.8627,,,1
BRL,2015-09-18,,,,17.0703,,,1
BYN,2015-09-18,,,,37.022,,,1
BYR,2015-09-18,,,,37.022,,,10000
CAD,2015-09-18,,,,49.5357,,,1
CHF,2015-09-18,,,,67.5579,,,1
CNY,2015-09-18,,,,10.2677,,,1
CZK,2015-09-18,,,,27.3505,,,10
DKK,2015-09-18,,,,99.2775,,,10
EUR,2015-09-18,,,,73.9378,,,1
GBP,2015-09-18,,,,101.4161,,,1
HUF,2015-09-18,,,,23.7134,,,100
INR,2015-09-18,,,,98.5857,,,100
JPY,2015-09-18,,,,54.0698,,,100
KGS,2015-09-18,,,,98.1858,,,100
KRW,2015-09-18,,,,55.9935,,,1000
KZT,2015-09-18,,,,24.1993,,,100
MDL,2015-09-18,,,,33.0948,,,10
NOK,2015-09-18,,,,80.5639,,,10
PLN,2015-09-18,,,,17.6174,,,1
RON,2015-09-18,,,,16.7497,,,1
SEK,2015-09-18,,,,79.2559,,,10
SGD,2015-09-18,,,,46.7207,,,1
TJS,2015-09-18,,,,10.2827,,,1
TMT,2015-09-18,,,,18.6749,,,1
TRY,2015-09-18,,,,21.6754,,,1
UAH,2015-09-18,,,,30.1209,,,10
USD,2015-09-18,,,,65.3623,,,1
UZS,2015-09-18,,,,25.043,,,1000
XDR,2015-09-18,,,,91.9242,,,1
ZAR,2015-09-18,,,,48.9789,,,10
AMD,2015-09-19,,,,13.5629,,,100
AUD,2015-09-19,,,,47.6448,,,1
AZN,2015-09-19,,,,62.6797,,,1
BGN,2015-09-19,,,,38.3864,,,1
BRL,2015-09-19,,,,16.8531,,,1
BYN,2015-09-19,,,,37.5433,,,1
BYR,2015-09-19,,,,37.5433,,,10000
CAD,2015-09-19,,,,50.2138,,,1
CHF,2015-09-19,,,,68.4796,,,1
CNY,2015-09-19,,,,10.3147,,,1
CZK,2015-09-19,,,,27.7332,,,10
DKK,2015-09-19,,,,10.0623,,,1
EUR,2015-09-19,,,,74.9726,,,1
GBP,2015-09-19,,,,102.4448,,,1
HUF,2015-09-19,,,,24.2119,,,100
INR,2015-09-19,,,,99.8092,,,100
JPY,2015-09-19,,,,54.928,,,100
KGS,2015-09-19,,,,98.6394,,,100
KRW,2015-09-19,,,,56.5301,,,1000
KZT,2015-09-19,,,,23.7842,,,100
MDL,2015-09-19,,,,33.2883,,,10
NOK,2015-09-19,,,,81.4852,,,10
PLN,2015-09-19,,,,17.8508,,,1
RON,2015-09-19,,,,16.9839,,,1
SEK,2015-09-19,,,,80.2667,,,10
SGD,2015-09-19,,,,47.1821,,,1
TJS,2015-09-19,,,,10.3283,,,1
TMT,2015-09-19,,,,18.7556,,,1
TRY,2015-09-19,,,,21.9151,,,1
UAH,2015-09-19,,,,30.3208,,,10
USD,2015-09-19,,,,65.6445,,,1
UZS,2015-09-19,,,,25.1511,,,1000
XDR,2015-09-19,,,,92.6552,,,1
ZAR,2015-09-19,,,,49.7495,,,10
AMD,2015-09-22,,,,13.6664,,,100
AUD,2015-09-22,,,,47.4131,,,1
AZN,2015-09-22,,,,63.14,,,1
BGN,2015-09-22,,,,38.2897,,,1
BRL,2015-09-22,,,,16.7784,,,1
BYN,2015-09-22,,,,37.7112,,,1
BYR,2015-09-22,,,,37.7112,,,10000
CAD,2015-09-22,,,,50.0344,,,1
CHF,2015-09-22,,,,68.4736,,,1
CNY,2015-09-22,,,,10.3852,,,1
CZK,2015-09-22,,,,27.673,,,10
DKK,2015-09-22,,,,10.0365,,,1
EUR,2015-09-22,,,,74.8304,,,1
GBP,2015-09-22,,,,102.8496,,,1
HUF,2015-09-22,,,,24.1442,,,100
INR,2015-09-22,,,,10.077,,,10
JPY,2015-09-22,,,,55.0318,,,100
KGS,2015-09-22,,,,93.6905,,,100
KRW,2015-09-22,,,,56.2328,,,1000
KZT,2015-09-22,,,,24.4467,,,100
MDL,2015-09-22,,,,33.2389,,,10
NOK,2015-09-22,,,,81.0964,,,10
PLN,2015-09-22,,,,17.8661,,,1
RON,2015-09-22,,,,16.9304,,,1
SEK,2015-09-22,,,,80.1997,,,10
SGD,2015-09-22,,,,47.0151,,,1
TJS,2015-09-22,,,,10.4076,,,1
TMT,2015-09-22,,,,18.8987,,,1
TRY,2015-09-22,,,,22.0067,,,1
UAH,2015-09-22,,,,30.2034,,,10
USD,2015-09-22,,,,66.1455,,,1
UZS,2015-09-22,,,,25.3431,,,1000
XDR,2015-09-22,,,,93.8128,,,1
ZAR,2015-09-22,,,,49.5138,,,10
AMD,2015-09-23,,,,13.8586,,,100
AUD,2015-09-23,,,,47.1362,,,1
AZN,2015-09-23,,,,63.1317,,,1
BGN,2015-09-23,,,,37.8336,,,1
BRL,2015-09-23,,,,16.6097,,,1
BYN,2015-09-23,,,,37.7279,,,1
BYR,2015-09-23,,,,37.7279,,,10000
CAD,2015-09-23,,,,49.9809,,,1
CHF,2015-09-23,,,,68.018,,,1
CNY,2015-09-23,,,,10.3784,,,1
CZK,2015-09-23,,,,27.3687,,,10
DKK,2015-09-23,,,,99.1827,,,10
EUR,2015-09-23,,,,73.9568,,,1
GBP,2015-09-23,,,,102.3723,,,1
HUF,2015-09-23,,,,23.8812,,,100
INR,2015-09-23,,,,10.0631,,,10
JPY,2015-09-23,,,,55.1939,,,100
KGS,2015-09-23,,,,93.7319,,,100
KRW,2015-09-23,,,,55.9849,,,1000
KZT,2015-09-23,,,,24.9952,,,100
MDL,2015-09-23,,,,33.0956,,,10
NOK,2015-09-23,,,,80.2293,,,10
PLN,2015-09-23,,,,17.6574,,,1
RON,2015-09-23,,,,16.7455,,,1
SEK,2015-09-23,,,,79.216,,,10
SGD,2015-09-23,,,,46.7633,,,1
TJS,2015-09-23,,,,10.3116,,,1
TMT,2015-09-23,,,,18.9071,,,1
TRY,2015-09-23,,,,22.0333,,,1
UAH,2015-09-23,,,,30.4602,,,10
USD,2015-09-23,,,,66.1747,,,1
UZS,2015-09-23,,,,25.3058,,,1000
XDR,2015-09-23,,,,93.3196,,,1
ZAR,2015-09-23,,,,48.9233,,,10
AMD,2015-09-24,,,,13.9364,,,100
AUD,2015-09-24,,,,46.5061,,,1
AZN,2015-09-24,,,,62.9862,,,1
BGN,2015-09-24,,,,37.5212,,,1
BRL,2015-09-24,,,,16.3145,,,1
BYN,2015-09-24,,,,37.534,,,1
BYR,2015-09-24,,,,37.534,,,10000
CAD,2015-09-24,,,,49.7447,,,1
CHF,2015-09-24,,,,67.5542,,,1
CNY,2015-09-24,,,,10.3449,,,1
CZK,2015-09-24,,,,27.0965,,,10
DKK,2015-09-24,,,,98.3924,,,10
EUR,2015-09-24,,,,73.5367,,,1
GBP,2015-09-24,,,,101.3465,,,1
HUF,2015-09-24,,,,23.6893,,,100
INR,2015-09-24,,,,10.0077,,,10
JPY,2015-09-24,,,,54.9449,,,100
KGS,2015-09-24,,,,93.5094,,,100
KRW,2015-09-24,,,,55.5368,,,1000
KZT,2015-09-24,,,,24.6422,,,100
MDL,2015-09-24,,,,33.2031,,,10
NOK,2015-09-24,,,,79.6769,,,10
PLN,2015-09-24,,,,17.4633,,,1
RON,2015-09-24,,,,16.6099,,,1
SEK,2015-09-24,,,,78.4829,,,10
SGD,2015-09-24,,,,46.4227,,,1
TJS,2015-09-24,,,,10.2924,,,1
TMT,2015-09-24,,,,18.8689,,,1
TRY,2015-09-24,,,,21.8072,,,1
UAH,2015-09-24,,,,30.6455,,,10
USD,2015-09-24,,,,66.041,,,1
UZS,2015-09-24,,,,25.2065,,,1000
XDR,2015-09-24,,,,92.7414,,,1
ZAR,2015-09-24,,,,48.2262,,,10
AMD,2015-09-25,,,,14.0624,,,100
AUD,2015-09-25,,,,46.2945,,,1
AZN,2015-09-25,,,,63.4383,,,1
BGN,2015-09-25,,,,38.0521,,,1
BRL,2015-09-25,,,,15.9173,,,1
BYN,2015-09-25,,,,37.6004,,,1
BYR,2015-09-25,,,,37.6004,,,10000
CAD,2015-09-25,,,,49.8951,,,1
CHF,2015-09-25,,,,68.0113,,,1
CNY,2015-09-25,,,,10.4208,,,1
CZK,2015-09-25,,,,27.4199,,,10
DKK,2015-09-25,,,,99.7437,,,10
EUR,2015-09-25,,,,74.5435,,,1
GBP,2015-09-25,,,,101.5553,,,1
HUF,2015-09-25,,,,23.7783,,,100
INR,2015-09-25,,,,10.0605,,,10
JPY,2015-09-25,,,,55.3992,,,100
KGS,2015-09-25,,,,94.2074,,,100
KRW,2015-09-25,,,,55.7157,,,1000
KZT,2015-09-25,,,,24.7268,,,100
MDL,2015-09-25,,,,32.9283,,,10
NOK,2015-09-25,,,,78.7683,,,10
PLN,2015-09-25,,,,17.626,,,1
RON,2015-09-25,,,,16.8469,,,1
SEK,2015-09-25,,,,79.0454,,,10
SGD,2015-09-25,,,,46.71,,,1
TJS,2015-09-25,,,,10.3614,,,1
TMT,2015-09-25,,,,19.007,,,1
TRY,2015-09-25,,,,21.7832,,,1
UAH,2015-09-25,,,,31.0818,,,10
USD,2015-09-25,,,,66.5151,,,1
UZS,2015-09-25,,,,25.3874,,,1000
XDR,2015-09-25,,,,93.3034,,,1
ZAR,2015-09-25,,,,47.8237,,,10
AMD,2015-09-26,,,,13.7968,,,100
AUD,2015-09-26,,,,46.1022,,,1
AZN,2015-09-26,,,,62.6349,,,1
BGN,2015-09-26,,,,37.3884,,,1
BRL,2015-09-26,,,,16.7021,,,1
BYN,2015-09-26,,,,37.0823,,,1
BYR,2015-09-26,,,,37.0823,,,10000
CAD,2015-09-26,,,,49.2521,,,1
CHF,2015-09-26,,,,66.8424,,,1
CNY,2015-09-26,,,,10.3024,,,1
CZK,2015-09-26,,,,26.904,,,10
DKK,2015-09-26,,,,98.0277,,,10
EUR,2015-09-26,,,,73.1397,,,1
GBP,2015-09-26,,,,100.0327,,,1
HUF,2015-09-26,,,,23.3238,,,100
INR,2015-09-26,,,,99.3836,,,100
JPY,2015-09-26,,,,54.3311,,,100
KGS,2015-09-26,,,,94.8274,,,100
KRW,2015-09-26,,,,55.0447,,,1000
KZT,2015-09-26,,,,24.2738,,,100
MDL,2015-09-26,,,,32.5273,,,10
NOK,2015-09-26,,,,77.1051,,,10
PLN,2015-09-26,,,,17.3595,,,1
RON,2015-09-26,,,,16.5618,,,1
SEK,2015-09-26,,,,77.8205,,,10
SGD,2015-09-26,,,,46.1152,,,1
TJS,2015-09-26,,,,10.2294,,,1
TMT,2015-09-26,,,,18.7636,,,1
TRY,2015-09-26,,,,21.6956,,,1
UAH,2015-09-26,,,,30.581,,,10
USD,2015-09-26,,,,65.6727,,,1
UZS,2015-09-26,,,,25.0659,,,1000
XDR,2015-09-26,,,,92.3141,,,1
ZAR,2015-09-26,,,,47.788,,,10
AMD,2015-09-29,,,,13.7704,,,100
AUD,2015-09-29,,,,46.0468,,,1
AZN,2015-09-29,,,,62.5269,,,1
BGN,2015-09-29,,,,37.5219,,,1
BRL,2015-09-29,,,,16.4898,,,1
BYN,2015-09-29,,,,36.9487,,,1
